buffer_size	n_voices	n_grains	peak_cpu	mean_cpu	stddev_cpu	overruns
1024	48	16	7.63	6.21	1.63	0
1024	48	24	3.78	3.77	0.00	0
1024	48	32	8.86	5.22	1.82	0
1024	48	40	11.17	6.79	2.63	0
1024	48	48	10.88	6.41	2.24	0
1024	48	56	13.57	7.66	3.00	0
1024	48	64	14.78	9.30	3.11	0
1024	48	72	7.10	6.87	0.11	0
1024	48	80	17.23	10.31	3.88	0
1024	48	88	17.89	10.80	3.99	0
1024	48	96	19.67	11.37	4.38	0
1024	48	104	16.92	11.88	3.58	0
1024	48	112	20.70	12.31	4.42	0
1024	48	120	21.70	12.87	4.56	0
1024	48	128	19.73	13.31	3.85	0
1024	52	8	2.97	2.96	0.01	0
1024	52	16	3.47	3.46	0.00	0
1024	52	24	9.26	6.91	2.10	0
1024	52	32	4.44	4.43	0.01	0
1024	52	40	11.63	7.94	2.91	0
1024	52	48	5.54	5.52	0.02	0
1024	52	56	14.03	8.94	3.45	0
1024	52	64	6.53	6.51	0.01	0
1024	52	72	16.28	10.02	3.78	0
1024	52	80	17.58	10.49	3.69	0
1024	52	88	17.48	9.90	3.79	0
1024	52	96	13.99	9.91	2.07	0
1024	52	104	21.38	11.82	4.82	0
1024	52	112	17.83	12.53	3.68	0
1024	52	120	18.02	13.01	3.64	0
1024	52	128	19.13	13.53	3.70	0
1024	56	8	7.53	6.12	1.57	0
1024	56	16	3.67	3.66	0.01	0
1024	56	24	9.71	5.33	2.19	0
1024	56	32	10.89	6.41	2.45	0
1024	56	40	10.62	6.25	2.18	0
1024	56	48	13.28	7.51	2.96	0
1024	56	56	14.37	9.10	3.15	0
1024	56	64	6.94	6.73	0.12	0
1024	56	72	15.38	10.18	3.65	0
1024	56	80	17.93	10.69	4.01	0
1024	56	88	17.23	11.23	3.73	0
1024	56	96	20.44	11.29	4.59	0
1024	56	104	17.84	11.46	3.29	0
1024	56	112	17.61	12.60	3.48	0
1024	56	120	20.91	13.83	4.43	0
1024	56	128	23.77	14.56	4.84	0
1024	60	8	3.36	3.34	0.01	0
1024	60	16	3.86	3.83	0.01	0
1024	60	24	10.16	7.26	2.50	0
1024	60	32	4.87	4.84	0.04	0
1024	60	40	12.54	8.35	3.33	0
1024	60	48	8.31	6.39	0.96	0
1024	60	56	14.94	8.87	3.37	0
1024	60	64	14.93	9.87	3.64	0
1024	60	72	16.15	9.16	3.49	0
1024	60	80	13.94	9.13	2.41	0
1024	60	88	16.30	11.41	3.66	0
1024	60	96	18.94	11.92	3.96	0
1024	60	104	19.10	12.42	3.90	0
1024	60	112	21.45	12.93	4.46	0
1024	60	120	19.99	13.46	3.85	0
1024	60	128	21.90	14.06	4.24	0
1024	64	8	8.28	5.91	2.11	0
1024	64	16	7.15	4.66	1.25	0
1024	64	24	9.33	5.80	1.77	0
1024	64	32	11.90	7.13	2.73	0
1024	64	40	5.73	5.66	0.04	0
1024	64	48	14.27	9.10	3.27	0
1024	64	56	16.42	10.13	3.85	0
1024	64	64	9.87	8.36	0.77	0
1024	64	72	18.70	10.77	4.03	0
1024	64	80	19.87	11.61	4.17	0
1024	64	88	16.92	12.48	3.36	0
1024	64	96	17.46	12.71	3.84	0
1024	64	104	18.99	12.86	3.71	0
1024	64	112	18.19	13.22	3.54	0
1024	64	120	21.27	13.90	4.01	0
1024	64	128	22.21	14.27	4.27	0
